country,country_code,series,seriescode,measure,period,D1,D2,D3,data,footnoteref
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019MAY ,,,,              1383,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019MAR ,,,,              1332,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019SEP ,,,,              1404,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019AUG ,,,,              1315,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019JUL ,,,,              1369,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019JUN ,,,,              1357,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019YEAR,,,,              1301,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018DEC ,,,,              1202,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018NOV ,,,,              1585,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018YEAR,,,,              1374,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018OCT ,,,,              1521,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018SEP ,,,,              1524,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018FEB ,,,,              1389,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JAN ,,,,              1665,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018MAY ,,,,              1423,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JUN ,,,,              1228,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018AUG ,,,,              1108,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JUL ,,,,              1471,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018MAR ,,,,              1206,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018APR ,,,,              1162,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017OCT ,,,,              1079,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017NOV ,,,,              1342,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017YEAR,,,,              1293,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017DEC ,,,,              1340,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017FEB ,,,,              1576,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017MAR ,,,,              1236,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017APR ,,,,              1162,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017JAN ,,,,              1217,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017JUL ,,,,              1213,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017JUN ,,,,              1102,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017MAY ,,,,              1560,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017AUG ,,,,              1373,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017SEP ,,,,              1312,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016DEC ,,,,              1218,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016YEAR,,,,              1173,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016NOV ,,,,               859,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016FEB ,,,,              1464,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JAN ,,,,              1394,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016APR ,,,,              1009,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016MAR ,,,,               882,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016MAY ,,,,              1703,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JUL ,,,,               998,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JUN ,,,,              1019,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016AUG ,,,,               850,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016OCT ,,,,              1299,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016SEP ,,,,              1379,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015YEAR,,,,              1099,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015DEC ,,,,               991,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015SEP ,,,,              1140,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015AUG ,,,,              1079,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015OCT ,,,,               939,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015NOV ,,,,              1234,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JUN ,,,,              1067,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JUL ,,,,               946,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015MAY ,,,,              1187,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JAN ,,,,              1352,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015FEB ,,,,               885,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015MAR ,,,,               905,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015APR ,,,,              1463,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014DEC ,,,,               913,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014NOV ,,,,              1106,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014JUN ,,,,              1092,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014YEAR,,,,              1015,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014JUL ,,,,              1177,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014AUG ,,,,               807,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014SEP ,,,,              1036,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014OCT ,,,,              1269,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2013YEAR,,,,               968,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2012YEAR,,,,               973,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2011YEAR,,,,               966,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2010YEAR,,,,               862,
Slovenia,705,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2009YEAR,,,,               765,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022AUG ,,,,              5096,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022MAY ,,,,              5568,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022FEB ,,,,              5663,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021FEB ,,,,              5658,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021MAY ,,,,              5675,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021AUG ,,,,              5569,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021NOV ,,,,              5902,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021YEAR,,,,              5413,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020YEAR,,,,              5413,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020NOV ,,,,              5672,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020MAY ,,,,              4909,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020AUG ,,,,              5407,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020FEB ,,,,              5666,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020MAR ,,,,              5666,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019YEAR,,,,              5374,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019NOV ,,,,              5320,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019FEB ,,,,              5385,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019MAY ,,,,              5487,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019AUG ,,,,              5304,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019MAR ,,,,              5385,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019JUN ,,,,              5487,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019DEC ,,,,              5320,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019SEP ,,,,              5304,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018YEAR,,,,              5590,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018NOV ,,,,              5604,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018FEB ,,,,              5593,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018MAY ,,,,              5689,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018AUG ,,,,              5473,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018MAR ,,,,              5593,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018JUN ,,,,              5689,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018SEP ,,,,              5473,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018DEC ,,,,              5604,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017YEAR,,,,              5813,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017NOV ,,,,              6101,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017DEC ,,,,              6101,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017JUN ,,,,              5564,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017SEP ,,,,              6069,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017MAR ,,,,              5518,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017MAY ,,,,              5564,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017FEB ,,,,              5518,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017AUG ,,,,              6069,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016DEC ,,,,              5655,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016SEP ,,,,              5564,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016AUG ,,,,              5564,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016NOV ,,,,              5655,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016Q3  ,,,,              5564,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016YEAR,,,,              5574,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016MAY ,,,,              5651,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016FEB ,,,,              5425,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016Q4  ,,,,              5655,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016Q2  ,,,,              5651,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016Q1  ,,,,              5425,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015Q4  ,,,,              5421,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015NOV ,,,,              5421,/1349
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015YEAR,,,,              5444,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015Q1  ,,,,              5375,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015Q2  ,,,,              5589,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015Q3  ,,,,              5469,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014Q4  ,,,,              5508,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014Q3  ,,,,              5380,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014YEAR,,,,              5380,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2013YEAR,,,,              5151,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2012YEAR,,,,              5736,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2011YEAR,,,,              5741,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2010YEAR,,,,              6112,
Sweden,752,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2009YEAR,,,,              5539,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022MAY ,,,,              6924,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022FEB ,,,,              6768,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022AUG ,,,,              6466,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021NOV ,,,,              6418,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021YEAR,,,,              6595,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021FEB ,,,,              6475,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021MAY ,,,,              6703,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021AUG ,,,,              6418,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020FEB ,,,,              6791,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020MAY ,,,,              7116,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020AUG ,,,,              6197,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020YEAR,,,,              6595,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020NOV ,,,,              6275,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020MAR ,,,,              6791,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019AUG ,,,,              6814,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019NOV ,,,,              6393,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019YEAR,,,,              6771,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019MAY ,,,,              6884,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019FEB ,,,,              6994,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019SEP ,,,,              6814,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019DEC ,,,,              6393,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019JUN ,,,,              6884,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019MAR ,,,,              6994,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018AUG ,,,,              7044,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018NOV ,,,,              7430,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018YEAR,,,,              7255,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018MAY ,,,,              7597,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018FEB ,,,,              6951,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018DEC ,,,,              7430,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018SEP ,,,,              7044,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JUN ,,,,              7597,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018MAR ,,,,              6951,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017YEAR,,,,              6787,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017NOV ,,,,              6941,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017AUG ,,,,              6672,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017MAY ,,,,              6757,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017FEB ,,,,              6778,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017SEP ,,,,              6672,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017DEC ,,,,              6941,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017MAR ,,,,              6778,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017JUN ,,,,              6757,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016Q3  ,,,,              6757,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016YEAR,,,,              6817,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016AUG ,,,,              6757,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016NOV ,,,,              7308,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016MAY ,,,,              6598,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016FEB ,,,,              6605,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016Q4  ,,,,              7308,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016DEC ,,,,              7308,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016SEP ,,,,              6757,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016Q2  ,,,,              6598,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016Q1  ,,,,              6605,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015NOV ,,,,              6866,/1349
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015YEAR,,,,              6720,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015Q4  ,,,,              6866,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015Q1  ,,,,              6774,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015Q2  ,,,,              6516,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015Q3  ,,,,              6722,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014Q4  ,,,,              6914,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014Q3  ,,,,              6554,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014YEAR,,,,              6554,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2013YEAR,,,,              6296,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2012YEAR,,,,              6607,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2011YEAR,,,,              6953,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2010YEAR,,,,              6820,
Sweden,752,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2009YEAR,,,,              6205,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021JAN ,,,,               697,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021FEB ,,,,               591,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021MAR ,,,,               650,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021APR ,,,,               704,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021MAY ,,,,               582,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021JUN ,,,,               699,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020MAR ,,,,               637,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020APR ,,,,               487,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020MAY ,,,,               447,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020JUN ,,,,               748,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020JUL ,,,,               581,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020AUG ,,,,               468,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020SEP ,,,,               671,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020OCT ,,,,               715,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020NOV ,,,,               603,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020DEC ,,,,              1013,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019JAN ,,,,               560,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019FEB ,,,,               647,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019MAR ,,,,               701,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019APR ,,,,               701,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019YEAR,,,,               684,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018APR ,,,,               726,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018MAY ,,,,               684,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018JUN ,,,,               492,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018JUL ,,,,               724,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018AUG ,,,,               539,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018SEP ,,,,               670,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018OCT ,,,,               792,
